Word,AROU,VAL,DOM,CNC,IMAG,FAM,SIZE,GEND
gasp,1,0,0,1,1,0,0,0
gastric,0,0,0,1,0,0,0,1
gate,0,0,0,1,1,1,0,0
gather,0,1,1,0,0,1,1,0
gaunt,0,0,0,0,0,0,0,1
gay,0,1,1,0,1,1,1,1
gay (homosexual),1,1,1,1,1,1,1,1
gay (joyous),1,1,1,0,0,0,1,0
gaze,1,1,1,0,1,1,0,0
gazelle,1,1,1,1,1,0,1,0
gear,0,1,1,1,1,1,0,1
gem,1,1,1,1,1,0,0,0
gender,1,1,0,0,0,1,1,0
general,0,0,1,0,0,1,0,1
general (common),0,0,0,0,0,1,1,0
general (military),1,0,1,1,1,0,1,1
generation,1,1,1,0,0,1,1,0
generous,1,1,1,0,0,1,1,0
genes,0,1,0,1,0,1,1,0
genius,1,1,1,0,0,1,1,1
genocide,1,0,0,0,0,0,1,1
gentle,1,1,1,0,0,1,0,0
gentleman,1,1,1,0,1,1,1,1
geologist,0,1,0,1,1,0,0,1
geology,0,0,0,1,0,0,1,1
gerbil,0,1,1,1,1,1,0,0
germinate,0,1,0,1,0,0,0,0
germs,0,0,0,1,0,1,0,1
gesture,1,1,1,0,1,1,1,0
ghastly,0,0,0,0,0,0,1,0
ghetto,1,0,0,1,1,0,1,1
ghost,1,0,0,0,1,1,0,1
ghoul,1,0,0,0,0,0,0,1
giant,1,1,1,0,1,1,1,1
gift,1,1,1,1,1,1,0,0
giggle,1,1,1,0,1,1,0,0
gin,1,1,1,1,1,1,0,0
gingerbread,1,1,0,1,1,1,0,0
giraffe,1,1,1,1,1,0,1,0
girdle,0,0,0,1,1,0,0,0
girl,1,1,1,1,1,1,0,0
girls,1,1,1,1,1,1,1,0
girly,1,1,0,0,1,1,0,0
gist,0,1,1,0,0,0,0,0
give,0,1,1,0,0,1,1,0
glacial,1,1,0,0,1,0,1,0
glacier,1,1,0,1,1,0,1,0
glad,1,1,1,0,0,1,1,0
glamorous,1,1,1,0,0,0,1,0
glamour,1,1,1,0,0,0,1,0
glance,0,1,1,0,0,1,0,0
glanced,0,0,1,0,0,0,0,0
glass,1,1,1,1,1,1,0,0
glasses,0,1,0,1,1,1,0,0
glasses (drinks),1,1,1,1,1,1,0,0
glasses (eye),0,1,0,1,1,1,0,0
glee,1,1,1,0,0,0,1,0
glimpse,0,1,1,0,0,1,0,0
glitter,1,1,1,1,1,1,0,0
gloat,0,0,1,0,0,0,0,1
global,1,1,0,0,0,1,1,1
globe,1,1,1,1,1,1,1,1
gloom,0,0,0,0,0,0,1,1
gloomy,0,0,0,0,1,1,0,1
glorious,1,1,1,0,0,0,1,0
glory,1,1,1,0,0,0,1,1
glove,0,1,1,1,1,1,0,0
gloves,0,1,1,1,1,1,0,0
glow,1,1,1,0,1,1,0,0
glowing,1,1,1,0,1,1,1,0
glue,0,1,1,1,1,1,0,0
goal,1,1,1,0,1,1,1,1
goat,0,1,1,1,1,1,0,1
goblet,1,0,1,1,1,0,0,1
goblin,0,0,0,1,1,0,0,1
god,0,1,0,0,0,1,1,1
goddess,1,1,1,0,1,0,1,0
gods,1,1,0,0,0,1,1,1
goggles,0,1,1,1,1,1,0,1
gold,1,1,1,1,1,1,1,0
golden,1,1,1,1,1,0,1,0
goldfish,0,1,0,1,1,1,0,0
golf,0,0,1,1,1,1,0,1
golfer,0,1,1,1,1,0,0,1
good,1,1,1,0,0,1,1,0
goodbye,0,0,0,0,0,1,1,0
goodness,1,1,1,0,0,1,1,0
goofy,1,1,1,0,0,0,0,1
goose,0,1,1,1,1,1,0,0
gore,1,0,0,0,0,0,1,1
gorge,1,0,1,1,0,0,1,1
gorge (canyon),1,1,0,1,1,0,1,1
gorge (overeat),1,0,0,0,1,0,1,1
gorgeous,1,1,1,0,1,1,1,0
gorilla,0,1,1,1,1,0,1,1
gossip,1,0,0,0,0,1,1,0
gothic,1,0,1,0,1,0,1,0
govern,0,0,1,0,0,0,1,1
government,0,0,0,1,1,1,1,1
grab,1,0,1,1,1,1,0,1
grace,1,1,1,0,0,0,1,0
graceful,1,1,1,0,1,0,1,0
grade,0,1,1,0,0,1,0,0
grade (mark),0,1,0,1,0,1,0,1
grade (slope),0,0,0,1,0,0,1,1
gradual,0,1,1,0,0,1,0,0
graduate,1,1,1,1,1,1,1,0
graduation,1,1,1,1,1,1,1,0
grain,0,1,1,1,1,0,0,1
grain (sand),0,1,0,1,1,0,0,0
grain (wheat),0,1,1,1,1,1,0,0
grammar,0,1,1,0,0,1,0,0
grampa,0,1,0,1,1,0,1,1
grandfather,0,1,1,1,1,1,1,1
grandma,0,1,0,1,1,1,0,0
grandmother,0,1,1,1,1,1,1,0
grandpa,0,1,0,1,1,1,1,1
granite,0,0,1,1,1,0,1,1
granny,0,1,0,1,1,1,0,0
grape,0,1,1,1,1,1,0,0
grapes,0,1,1,1,1,1,0,0
graph,0,0,1,1,1,1,0,1
graphic,1,0,1,0,0,0,1,1
grasp,1,0,1,0,0,1,0,1
grass,0,1,1,1,1,1,0,0
grasshopper,0,1,1,1,1,0,0,1
grateful,1,1,1,0,0,1,1,0
gratitude,1,1,1,0,0,0,1,0
grave,1,0,0,1,1,0,0,1
grave (cemetary),0,0,0,1,1,1,1,1
grave (serious),0,0,0,0,0,0,1,1
gravel,0,0,0,1,1,0,0,1
gravity,1,1,0,0,0,1,1,1
grease,0,0,0,1,1,0,0,1
great,1,1,1,0,0,1,1,0
greed,0,0,0,0,0,1,1,1
greedy,0,0,1,0,0,1,1,1
green,1,1,1,1,1,1,0,1
green (colour),0,1,0,1,1,1,0,0
green (environmental),0,1,1,0,0,1,1,0
green (naive),0,0,0,0,0,0,0,0
greet,1,1,1,0,0,1,0,0
grenade,1,0,1,1,1,0,0,1
grey,0,0,0,1,1,1,0,1
griddle,0,1,0,1,1,0,0,1
grief,1,0,0,0,0,1,1,0
grieve,0,0,0,0,0,0,1,0
grim,0,0,0,0,0,0,1,1
grime,0,0,0,1,1,0,0,1
grin,1,1,1,1,1,1,0,1
grind,1,0,0,0,0,0,0,1
gripe,0,0,0,0,0,0,0,1
groom,1,1,1,1,1,0,0,1
groom (bride),1,1,1,1,1,1,1,1
groom (look after),1,1,1,0,0,0,0,0
gross,0,0,0,0,0,1,1,1
grotesque,1,0,0,0,0,0,1,1
ground,0,1,1,1,1,1,1,1
grow,1,1,1,0,0,1,1,0
growl,1,0,1,0,0,0,0,1
guard,1,0,0,1,1,1,1,1
guest,1,1,0,0,0,1,0,0
guide,0,1,1,0,0,1,0,0
guided,0,1,0,0,0,1,1,0
guilt,0,0,0,0,0,1,1,0
guilty,1,0,0,0,0,1,1,1
guitar,1,1,1,1,1,1,0,1
gullet,0,0,0,1,0,0,0,1
gullible,0,0,0,0,0,0,0,1
gun,1,0,1,1,1,1,0,1
gym,1,1,1,1,1,1,0,1
gymnast,1,1,1,1,1,1,0,0
gymnastics,1,1,1,1,1,0,1,0
habit,0,0,0,0,0,1,0,0
habit (nun),0,0,0,1,1,0,0,0
habit (smoking),0,0,0,0,0,1,1,1
habituate,0,0,0,0,0,0,1,0
hackney,0,0,0,1,0,0,0,1
hair,1,1,1,1,1,1,0,0
hairdryer,0,1,1,1,1,1,0,0
half,0,0,1,0,0,1,0,0
hall,0,1,0,1,1,1,1,0
hallucination,1,0,0,0,0,0,1,0
hallway,0,1,0,1,1,1,0,0
ham,0,1,0,1,1,1,0,1
hamlet,0,1,0,1,1,0,0,1
hammer,1,0,1,1,1,1,0,1
hammered,1,0,1,0,0,0,1,1
hammered (drunk),1,0,0,0,1,1,1,1
hammered (nail),0,0,1,1,1,0,0,1
hammock,0,1,1,1,1,0,0,1
hamster,0,1,1,1,1,1,0,0
hand,0,1,1,1,1,1,0,1
handbag,0,1,1,1,1,1,0,0
handful,0,1,1,0,1,1,0,1
handicapped,0,0,0,0,1,0,1,1
handkerchief,0,0,1,1,1,0,0,0
handle,0,1,1,1,1,1,0,1
handler,0,0,0,0,0,0,0,1
hands,1,1,1,1,1,1,0,0
handsome,1,1,1,0,1,1,1,1
handy,1,1,1,0,0,1,0,1
hang,0,0,0,0,0,1,0,1
hanged,1,0,0,1,1,0,1,1
hankering,0,0,0,0,0,0,0,0
hanky,0,0,0,1,1,0,0,0
haphazard,0,0,0,0,0,0,1,1
happily,1,1,1,0,0,1,1,0
happiness,1,1,1,0,1,1,1,0
happy,1,1,1,0,0,1,1,0
harbour,0,1,1,1,1,0,1,1
hard,1,0,1,0,0,1,1,1
hard (not easy),0,0,0,0,0,1,1,1
hard (not soft),1,0,1,1,0,1,1,1
hardship,0,0,0,0,0,0,1,1
harm,1,0,0,0,0,1,1,1
harmful,1,0,0,0,0,1,1,1
harmonica,0,1,1,1,1,0,0,0
harmony,1,1,1,0,0,0,1,0
harness,1,0,0,1,1,0,0,0
harp,1,1,1,1,1,0,0,0
harp (instrument),0,1,0,1,1,0,0,0
harp (pick on),1,0,0,0,0,0,0,0
harpsichord,1,1,1,1,1,0,0,0
harsh,1,0,0,0,0,1,1,1
harvest,1,1,1,1,1,0,1,1
hat,0,1,1,1,1,1,0,1
hatch,0,1,1,1,1,0,0,0
hate,1,0,0,0,0,1,1,1
hatred,1,0,0,0,0,1,1,1
have,0,1,1,0,0,1,0,0
haven,1,1,1,0,0,0,1,0
hawk,1,1,1,1,1,1,0,1
hawk (bird),1,1,1,1,1,1,0,1
hawk (sell),0,0,1,0,0,0,0,1
hay,0,1,1,1,1,1,0,1
hazard,1,0,0,0,0,1,1,1
haze,0,0,0,0,0,0,0,1
head,0,1,1,1,1,1,0,0
head (body),1,1,1,1,1,1,0,1
head (leader),1,1,1,1,1,1,1,1
head (semen),1,1,1,1,1,0,0,1
headache,0,0,0,1,0,1,1,0
headlights,0,1,1,1,1,1,0,1
headphones,1,1,1,1,1,1,0,1
headquarters,1,1,1,1,1,0,1,1
heal,0,1,1,0,1,1,1,0
health,1,1,1,0,0,1,1,0
healthy,1,1,1,0,1,1,1,0
hear,0,1,1,0,0,1,1,0
heard,0,1,1,0,0,1,0,0
hearing,1,1,1,0,0,1,1,0
hearing (court),0,0,0,1,1,0,1,1
hearing (ear),0,1,1,1,0,1,1,1
heart,1,1,1,1,1,1,1,0
hearth,0,1,1,1,1,0,0,0
heater,0,1,1,1,1,1,0,1
heaven,1,1,0,0,0,1,1,0
heavy,1,0,0,0,0,1,1,1
hedgehog,1,1,1,1,1,0,0,0
heel,0,1,0,1,1,1,0,0
heir,1,1,1,1,0,0,1,1
helicopter,1,1,1,1,1,1,1,1
hell,1,0,0,0,1,1,1,1
help,0,1,0,0,0,1,1,0
helpful,1,1,1,0,0,1,1,0
helpless,0,0,0,0,0,1,1,0
hen,0,1,0,1,1,0,0,0
hen (chicken),0,1,1,1,1,1,0,0
hen (woman),0,1,0,1,1,0,0,0
henchman,1,0,0,1,1,0,1,1
herb,0,1,1,1,1,1,0,0
herbal,0,1,1,1,0,0,0,0
herd,0,0,0,1,1,0,1,1
heredity,0,1,0,0,0,0,1,0
hernia,0,0,0,1,0,0,0,1
hero,1,1,1,0,1,1,1,1
heroin,1,0,0,1,1,0,1,1
heroine,1,1,1,1,1,0,1,0
heroism,1,1,1,0,0,0,1,1
herring,0,0,1,1,1,0,0,0
hesitant,0,0,0,0,0,0,0,0
hesitate,0,0,0,0,0,1,0,0
hesitation,0,0,0,0,0,1,0,0
hidden,0,0,0,0,0,1,0,0
hide,0,0,0,0,1,1,0,0
hideaway,1,0,0,1,0,0,0,1
hierarchy,1,0,0,0,0,0,1,1
high,1,1,1,0,1,1,1,1
highway,0,0,1,1,1,0,1,1
hilarious,1,1,1,0,0,1,1,0
hill,0,1,1,1,1,1,1,1
hinder,0,0,0,0,0,0,0,1
hint,0,1,0,0,0,1,0,0
hippie,1,1,1,0,1,0,0,0
hippo,0,1,0,1,1,1,1,1
hippopotamus,1,1,1,1,1,0,1,1
historical,0,1,0,0,0,0,1,1
history,0,1,0,0,0,1,1,1
hit,1,0,1,1,1,1,0,1
hit (beat on),1,0,0,1,0,0,1,1
hit (music),1,1,1,0,0,1,1,0
hobble,0,0,0,0,1,0,0,1
hockey,0,1,1,1,1,0,1,1
hog,0,0,1,1,1,0,0,1
hold,0,1,1,0,0,1,0,0
hold (grasp),1,1,1,1,0,1,0,1
hold (store),0,1,1,0,0,0,1,1
holiday,1,1,1,0,1,1,1,0
holidays,1,1,1,1,1,1,1,0
hollow,0,0,0,0,0,0,0,0
holy,1,1,0,0,0,0,1,0
home,1,1,1,0,1,1,1,0
homicide,1,0,0,1,0,0,1,1
honest,1,1,1,0,0,1,1,0
honesty,1,1,1,0,0,1,1,0
honey,1,1,1,1,1,1,0,0
honeycomb,1,1,1,1,1,1,0,0
honeymoon,1,1,1,0,1,1,1,0
honour,1,1,1,0,0,0,1,1
hood,0,0,0,1,1,1,0,1
hooded,0,0,0,1,1,0,0,1
hoof,0,1,0,1,1,0,0,0
hook,0,0,0,1,1,0,0,1
hooker,1,0,0,1,1,0,1,0
hooker (prostitute),1,0,0,1,1,0,1,0
hooker (rugby),0,0,1,1,1,0,0,1
hooves,0,0,0,1,1,0,0,1
hope,1,1,1,0,0,1,1,0
hopeful,1,1,1,0,0,1,1,0
horn,1,0,1,1,1,0,0,1
horrible,1,0,0,0,0,1,1,1
horrid,0,0,0,0,0,1,1,1
horror,1,0,0,0,0,1,1,1
horse,1,1,1,1,1,1,1,0
hospital,1,0,0,1,1,1,1,0
host,0,1,1,1,1,0,1,0
hostage,1,0,0,1,1,0,1,1
hostess,1,1,1,1,1,0,0,0
hostile,1,0,0,0,0,0,1,1
hotel,1,1,1,1,1,1,1,0
hound,0,0,1,1,1,0,0,1
hound (dog),1,1,1,1,1,0,0,1
hound (persist),1,0,0,0,0,0,1,1
hour,0,1,1,0,0,1,1,0
house,0,1,1,1,1,1,1,0
hover,0,0,1,0,0,0,0,0
hovercraft,1,1,1,1,1,0,1,1
hug,1,1,1,1,1,1,1,0
hull,0,0,1,1,0,0,1,1
human,1,1,1,1,1,1,1,0
humane,1,1,1,0,0,0,1,0
humanitarian,0,1,1,0,0,0,1,0
humanity,1,1,0,0,0,1,1,0
humble,0,1,1,0,0,1,0,0
humiliate,0,0,0,0,0,1,1,0
humiliated,0,0,0,0,0,1,1,0
humiliation,1,0,0,0,0,1,1,0
hummingbird,0,1,0,1,1,0,0,0
humorous,1,1,1,0,0,1,1,1
humour,1,1,1,0,0,1,1,0
hurdle,0,0,1,1,1,0,1,1
hurricane,1,0,0,1,1,1,1,1
hurry,1,0,0,0,0,1,1,0
hurt,1,0,0,0,0,1,1,0
husband,1,1,1,1,1,1,1,1
hush,0,0,0,0,0,0,0,0
hydrant,0,0,0,1,1,0,0,1
hymn,0,0,0,1,0,0,0,0
hypothesis,0,1,1,0,0,1,1,1
ice,1,0,0,1,1,1,0,1
iceberg,1,0,1,1,1,0,1,1
icing,1,1,1,1,1,1,0,0
idea,1,1,1,0,0,1,1,0
ideal,1,1,1,0,0,1,1,0
identity,1,1,1,0,0,1,1,0
idiot,0,0,0,0,1,1,0,1
idiotic,1,0,0,0,0,1,1,1
idle,0,0,0,0,0,0,0,1
idol,1,1,0,0,0,0,1,0
igloo,1,1,1,1,1,0,1,1
ignorant,1,0,0,0,0,1,1,1
ignore,0,0,1,0,0,1,1,1
ill,0,0,0,0,1,1,0,0
illness,0,0,0,0,1,1,1,0
illusion,1,0,0,0,0,0,1,0
illustration,0,1,1,1,1,1,1,0
image,1,1,0,0,0,1,1,0
imagination,1,1,1,0,0,1,1,0
imaginative,1,1,1,0,0,1,1,0
imagine,1,1,1,0,0,1,1,0
imam,0,0,0,1,0,0,0,1
immature,0,0,0,0,0,1,0,1
immense,1,1,1,0,0,1,1,1
immoral,0,0,1,0,0,0,1,1
immune,0,1,1,0,0,1,1,0
immunity,0,1,1,0,0,0,1,0
impact,1,0,1,0,0,1,1,1
impair,0,0,0,0,0,0,0,1
impaired,0,0,0,0,0,0,0,0
import,0,0,1,0,0,0,1,1
important,1,1,1,0,0,1,1,1
imported,0,1,1,0,0,1,1,1
impose,1,0,0,0,0,0,1,1
imposing,1,0,1,0,0,0,1,1
impossible,0,0,0,0,0,1,1,1
impotent,0,0,0,0,0,0,0,1
impress,1,1,1,0,0,1,1,0
impression,1,1,1,0,0,1,1,0
impressionism,0,1,0,0,0,0,1,0
impressive,1,1,1,0,0,1,1,0
impropriety,0,0,0,0,0,0,1,0
improve,1,1,1,0,0,1,1,0
improvement,1,1,1,0,0,1,1,1
impulse,1,1,1,0,0,1,1,0
impulsive,1,0,1,0,0,1,1,0
inane,0,0,0,0,0,0,0,0
incentive,1,1,1,0,0,1,1,0
incest,0,0,0,0,0,0,1,1
inch,0,1,0,1,1,1,0,1
incident,1,0,0,0,0,1,1,1
incompetent,0,0,0,0,0,0,1,1
incredible,1,1,1,0,0,1,1,0
indentify,0,1,1,0,0,0,0,0
independence,1,1,1,0,0,1,1,0
independent,1,1,1,0,0,1,1,0
index,0,0,0,0,0,0,1,0
indifferent,0,0,1,0,0,1,0,1
indoor,0,1,0,1,1,1,0,0
induce,1,0,1,0,0,0,1,0
industrial,0,0,1,0,0,0,1,1
industry,0,0,0,0,1,1,1,1
inebriated,0,0,0,0,0,0,0,1
inefficient,0,0,0,0,0,1,0,1
infant,0,1,0,1,1,1,0,0
infatuation,1,1,0,0,0,0,1,0
infect,0,0,0,0,0,1,1,1
infection,0,0,0,1,0,1,1,1
infectious,1,0,0,0,0,0,1,0
inferior,0,0,0,0,0,1,0,1
infinite,1,1,0,0,0,0,1,0
infinity,1,1,1,0,0,1,1,0
infirm,0,0,0,0,0,0,0,0
infirmary,1,0,0,1,1,0,1,0
inflame,1,0,0,0,0,0,1,1
infringe,0,0,0,0,0,0,1,0
ingratitude,0,0,0,0,0,0,1,1
inhabitant,0,1,0,1,0,0,1,1
injury,1,0,0,1,1,1,1,1
ink,0,1,1,1,1,1,0,1
inkling,0,1,1,0,0,0,0,0
inn,0,1,0,1,1,0,0,1
innate,0,0,0,0,0,0,0,0
innocent,0,1,0,0,0,1,0,0
input,1,1,1,0,0,0,0,1
insane,1,0,0,0,0,1,1,1
insanity,1,0,0,0,0,1,1,0
insect,0,0,0,1,1,1,0,1
insecticide,0,0,0,1,0,0,0,1
insecure,0,0,0,0,0,1,1,0
insecurity,0,0,0,0,0,1,1,0
insincere,1,0,0,0,0,0,1,1
insolent,1,0,0,0,0,0,1,1
inspect,0,1,1,0,0,1,0,1
inspection,1,0,0,0,0,0,1,1
inspector,1,0,0,1,1,0,1,1
inspiration,1,1,1,0,0,1,1,0
inspire,1,1,1,0,0,1,1,0
inspired,1,1,1,0,0,1,1,0
install,0,1,1,0,0,1,0,1
installed,0,1,1,0,0,1,0,1
instance,0,1,1,0,0,0,0,1
instant,1,1,1,0,0,1,0,0
instinct,1,1,1,0,0,1,1,1
institution,0,0,0,1,0,0,1,1
instructor,1,1,0,1,1,0,1,1
instrument,1,1,1,1,1,1,1,0
insufficient,0,0,0,0,0,1,0,0
insult,1,0,0,0,0,1,1,1
insulting,1,0,0,0,0,1,1,1
insurance,0,1,0,0,0,1,1,1
intellect,1,1,1,0,0,1,1,1
intellectual,1,1,1,0,0,1,1,0
intelligence,1,1,1,0,0,1,1,1
intelligent,1,1,1,0,0,1,1,0
intend,0,1,1,0,0,1,0,0
intense,1,1,1,0,0,1,1,1
intercontinental,1,1,1,0,0,0,1,1
intercourse,1,1,1,1,1,1,1,0
interest,1,1,1,0,0,1,1,0
interest (attention),1,1,1,0,0,1,1,0
interest (monetary),0,1,0,0,0,0,1,1
interesting,1,1,1,0,0,1,1,0
interim,0,0,0,0,0,0,0,1
interview,1,0,0,0,1,1,1,1
intimate,1,1,1,0,0,1,1,0
introduce,1,1,1,0,0,1,1,0
introduction,0,1,1,0,0,1,0,0
intruder,1,0,0,1,1,0,1,1
invader,1,0,0,1,0,0,1,1
inventor,1,1,1,1,0,0,1,1
invest,1,1,1,0,0,1,1,1
investigation,1,0,0,0,0,1,1,1
investment,0,1,1,0,0,0,1,1
invoice,0,0,0,1,0,0,0,1
iron,0,0,1,1,1,1,0,1
iron (metal),0,1,1,1,1,1,0,1
iron (press),0,0,0,1,1,1,0,0
ironing,0,0,0,1,1,1,0,0
irony,0,0,1,0,0,1,1,1
irresistible,1,1,1,0,0,1,1,0
irritate,1,0,0,0,0,1,1,1
irritating,1,0,0,0,0,1,1,0
irritation,1,0,0,0,0,1,0,1
island,1,1,0,1,1,1,1,0
islander,0,1,0,1,0,0,0,1
isle,0,1,0,1,1,0,0,0
issue,0,0,0,0,0,1,1,0
issue (distribute),0,1,1,0,0,0,1,0
issue (topic),1,0,1,0,0,1,1,0
itchy,1,0,0,0,0,1,0,0
item,0,1,1,1,0,1,0,0
ivory,0,0,1,1,1,0,1,0
jackal,0,0,1,1,1,0,1,1
jacket,0,1,1,1,1,1,0,1
jacuzzi,1,1,1,1,1,0,1,0
jaguar,1,1,1,1,1,0,1,1
jail,1,0,0,1,1,1,1,1
jailer,0,0,0,1,0,0,1,1
jam,0,1,1,1,1,1,0,0
jam (preserve),0,1,1,1,1,1,0,0
jam (traffic),0,0,0,1,1,1,1,1
jargon,0,0,0,0,0,0,0,1
jazz,1,1,1,1,0,1,1,1
jealous,1,0,0,0,0,1,1,0
jealousy,1,0,0,0,0,1,1,0
jeans,1,1,1,1,1,1,0,0
jeep,0,1,1,1,1,0,1,1
jelly,1,1,0,1,1,1,0,0
jellyfish,1,0,0,1,1,1,0,0
jeopardy,1,0,0,0,0,0,1,1
jet,1,1,1,1,1,1,1,1
jewel,1,1,1,1,1,0,0,0
jewellery,1,1,1,1,1,1,0,0
jewels,1,1,1,1,1,1,0,0
jigsaw,0,1,1,1,1,1,0,0
job,1,1,0,1,1,1,1,1
jockey,0,1,1,1,1,0,0,1
jog,0,1,1,1,1,1,0,0
jogging,1,1,1,1,1,1,0,0
joiner,0,1,0,1,1,0,0,1
joint,1,1,0,1,1,0,0,1
joint (elbow),0,0,0,1,1,1,0,1
joint (meat),1,1,1,1,1,1,0,1
joke,1,1,1,0,0,1,1,1
jolly,1,1,1,0,0,0,1,0
journal,0,1,1,1,1,1,0,0
joy,1,1,1,0,1,1,1,0
joyful,1,1,1,0,0,1,1,0
jubilant,1,1,1,0,0,0,1,0
judge,0,0,0,1,1,0,1,1
judge (courtroom),1,0,0,1,1,0,1,1
judge (evaluate),1,0,1,0,0,1,1,0
jug,0,0,1,1,1,1,0,0
juggle,1,1,1,1,1,0,0,1
juggler,0,1,1,1,1,0,0,1
jumble,0,0,0,0,0,0,1,1
jumper,0,1,0,1,1,1,0,1
jumper (athlete),1,1,1,1,1,0,0,1
jumper (sweater),0,1,1,1,1,1,0,1
jungle,1,1,1,1,1,1,1,1
junk,0,0,0,1,1,1,0,1
jury,0,0,0,1,1,0,1,1
justice,1,1,1,0,0,1,1,0
justify,0,1,1,0,0,1,1,0
kangaroo,1,1,0,1,1,0,1,0
keen,1,1,1,0,0,1,1,0
keg,0,0,1,1,1,0,0,1
ketchup,0,1,1,1,1,1,0,1
key,0,1,1,1,1,1,0,1
key (crucial),1,1,1,0,0,1,1,0
key (keyboard),0,1,1,1,1,1,0,0
key (lock),0,1,1,1,1,1,0,1
key (musical),1,1,1,1,0,0,0,0
keyboard,0,1,1,1,1,1,0,1
keys,0,1,1,1,1,1,0,0
kick,1,0,1,1,1,1,1,1
kidnap,1,0,0,1,1,1,1,1
kidnapped,1,0,0,0,0,0,1,0
kidney,0,1,0,1,1,1,0,0
kids,1,1,1,1,1,1,1,0
kids (children),0,1,0,1,1,1,0,0
kids (goats),0,1,0,1,1,0,0,0
kill,1,0,0,0,1,1,1,1
killed,1,0,0,1,1,1,1,1
killer,1,0,0,1,1,1,1,1
kilt,1,1,1,1,1,0,0,1
kin,0,1,1,1,0,0,1,0
kind,1,1,1,0,0,1,1,0
kind (nice),1,1,1,0,0,1,1,0
kind (type),0,1,0,0,0,1,0,0
king,1,1,1,1,1,1,1,1
kingdom,1,1,1,0,1,0,1,1
kinky,1,1,1,0,0,1,0,0
kipper,0,1,1,1,1,0,0,1
kiss,1,1,1,1,1,1,1,0
kissing,1,1,1,1,1,1,1,0
kite,1,1,1,1,1,1,0,0
kite (bird),0,1,1,1,1,0,0,0
kite (toy),1,1,1,1,1,1,0,0
kitten,1,1,1,1,1,1,0,0
kiwi,1,1,1,1,1,0,0,0
kiwi (bird),0,1,1,1,1,0,0,0
kiwi (fruit),1,1,1,1,1,1,0,0
kiwi (New Zealander),1,1,0,1,1,0,0,1
kneel,0,1,0,1,1,1,0,0
knife,1,0,1,1,1,1,0,1
knifed,1,0,0,1,1,1,1,1
knight,1,1,1,1,1,0,1,1
knit,0,1,1,1,1,0,0,0
knock,1,0,1,1,1,1,0,1
knot,0,0,0,1,1,1,0,1
knots,0,0,0,1,1,0,0,1
knots (rope),0,0,1,1,1,1,0,1
knots (speed),0,1,1,0,0,0,0,1
know,1,1,1,0,0,1,1,0
knowledge,1,1,1,0,0,1,1,1
knuckle,0,0,1,1,1,1,0,1
knuckles,0,0,1,1,1,1,0,1
koala,1,1,1,1,1,0,0,0
label,0,0,0,1,1,1,0,0
lace,1,1,0,1,1,1,0,0
laced,1,1,1,0,1,0,0,0
laces,0,1,0,1,1,1,0,0
lacking,0,0,0,0,0,0,0,1
lad,0,0,1,1,1,1,0,1
ladder,0,1,1,1,1,1,1,1
ladies,1,1,0,1,1,1,1,0
lady,1,1,1,1,1,1,0,0
ladybird,0,1,1,1,1,1,0,0
lager,1,1,1,1,1,1,0,1
lagoon,1,1,1,1,1,0,1,0
lake,0,1,1,1,1,1,1,0
lamb,0,1,0,1,1,1,0,0
lamp,0,1,1,1,1,1,0,0
lance,0,0,1,1,0,0,1,1
land,0,1,1,1,1,1,1,1
landing,0,1,1,1,1,1,1,1
landing (plane),0,1,0,1,1,1,1,1
landing (stairs),0,1,1,1,1,0,0,0
landscape,1,1,1,1,1,1,1,0
lane,0,1,0,1,1,1,0,0
language,1,1,1,0,0,1,1,0
lantern,1,1,1,1,1,0,0,0
lapel,0,1,0,1,0,0,0,1
large,1,1,1,0,0,1,1,1
lark,0,0,0,1,1,0,0,0
lark (bird),0,1,1,1,1,0,0,0
lark (fun),1,1,1,0,0,0,1,0
last,0,0,0,0,0,1,0,0
latent,0,0,0,0,0,0,0,1
laugh,1,1,1,0,1,1,1,0
laughter,1,1,1,0,1,1,1,0
launch,1,1,1,0,0,0,1,1
lavish,1,1,1,0,0,0,1,0
law,0,1,0,0,0,1,1,1
lawn,0,1,0,1,1,0,1,0
lawsuit,0,0,0,1,0,0,1,1
lawyer,0,1,1,1,1,1,1,1
lazy,0,0,1,0,1,1,0,1
lead,0,1,1,0,0,0,1,1
lead (direct),1,1,1,0,0,1,1,1
lead (heavy metal),0,0,1,1,1,0,1,1
lead (leash),0,0,0,1,1,1,0,1
leader,1,1,1,1,1,1,1,1
leaf,0,1,1,1,1,1,0,0
leaflet,0,0,0,1,1,1,0,0
league,0,1,1,0,0,0,1,1
lean,0,1,0,0,0,1,0,1
lean (skinny),1,1,0,0,1,0,0,0
lean (tilt),0,0,0,0,1,1,0,0
learn,1,1,1,0,0,1,1,0
learning,1,1,1,0,0,1,1,0
least,0,0,0,0,0,1,0,0
leather,1,1,1,1,1,1,0,1
leaves,0,1,1,1,1,1,0,0
lecture,0,0,0,1,1,1,1,0
lecturer,0,1,0,1,1,1,0,1
ledge,0,0,0,1,1,1,0,1
leg,0,1,1,1,1,1,0,0
leg (component),0,1,1,1,1,1,0,0
leg (limb),0,1,1,1,1,1,0,0
legal,0,0,0,0,0,1,1,1
legend,1,1,1,0,0,1,1,1
legend (key),0,1,0,1,0,0,0,1
legend (tale),1,1,1,0,0,0,1,1
