Word,Auditory.mean,Foot_leg.mean,Gustatory.mean,Hand_arm.mean,Haptic.mean,Head.mean,Interoceptive.mean,Mouth.mean,Olfactory.mean,Torso.mean,Visual.mean
UMBRELLA,0,0,0,1,1,0,0,0,0,0,1
UMPIRE,1,1,0,1,1,1,0,1,0,1,1
UNABASHED,0,0,0,0,0,1,1,0,0,0,0
UNABASHEDLY,0,0,0,0,0,1,1,1,0,0,0
UNABATEDLY,0,1,0,0,0,0,1,1,0,0,0
UNABBREVIATED,0,0,0,0,0,0,0,0,0,0,0
UNABLE,0,1,0,1,0,1,1,1,0,1,1
UNABRIDGED,1,0,0,0,0,0,0,0,0,0,1
UNABSORBED,0,0,0,0,1,0,0,0,1,0,0
UNACCENTED,1,0,0,0,0,1,0,1,0,0,0
UNACCEPTABILITY,1,0,1,0,0,1,1,1,1,1,0
UNACCEPTABLE,1,0,1,0,0,1,1,1,1,0,0
UNACCEPTABLY,1,0,0,0,0,1,1,1,0,0,0
UNACCEPTED,1,0,0,0,0,1,1,0,0,0,0
UNACCOMMODATING,1,0,0,0,0,0,1,1,0,0,0
UNACCOMPANIED,0,0,0,0,0,0,1,0,0,0,1
UNACCOMPLISHED,0,1,0,0,0,1,1,1,0,1,0
UNACCOUNTABILITY,0,0,0,0,0,1,0,0,0,0,0
UNACCOUNTABLE,0,0,0,0,0,0,1,0,0,0,0
UNACCOUNTABLY,0,0,0,0,0,0,0,1,0,0,0
UNACCOUNTED,0,0,0,0,0,1,0,0,0,0,0
UNACCREDITED,1,0,0,0,0,1,0,0,0,0,0
UNACCUSTOMED,0,0,0,0,0,1,1,1,0,0,0
UNACHIEVABLE,1,1,0,0,0,1,1,1,0,1,0
UNACHIEVED,1,1,1,0,0,1,1,1,1,0,0
UNACKNOWLEDGED,0,0,0,0,0,0,1,1,0,0,0
UNACQUAINTED,0,0,0,0,0,0,1,1,0,0,0
UNADDRESSED,1,0,0,0,0,0,0,1,0,0,0
UNADJUSTED,0,0,1,0,0,0,1,0,0,0,1
UNADOPTABLE,0,0,0,0,0,0,1,0,1,0,0
UNADORNED,0,0,0,0,0,0,1,0,0,0,1
UNADULTERATED,0,0,1,0,0,0,1,0,0,0,0
UNADVENTUROUS,1,1,1,0,0,1,1,1,0,1,1
UNADVENTUROUSLY,1,0,0,0,0,0,0,0,0,0,0
UNADVERTISED,0,0,0,0,0,1,0,1,0,0,0
UNADVISABLE,1,0,0,0,0,0,0,0,0,0,0
UNADVISED,1,0,0,0,0,0,1,1,0,0,0
UNADVISEDLY,1,0,0,0,0,1,0,1,0,0,0
UNAESTHETIC,0,0,0,0,0,1,1,0,0,0,1
UNAFFECTED,0,1,1,0,0,0,1,0,0,1,0
UNAFFECTEDLY,0,0,0,0,0,0,1,0,0,0,0
UNAFFECTEDNESS,0,0,0,0,0,0,1,0,0,0,0
UNAFFECTING,0,0,0,0,0,0,1,0,0,0,0
UNAFFECTIONATE,1,0,0,0,0,0,1,0,0,0,1
UNAFFILIATED,1,0,0,0,0,0,0,0,0,0,1
UNAFFORDABLE,0,0,1,0,0,1,0,0,1,0,1
UNAFRAID,0,1,0,1,0,1,1,1,0,1,0
UNAGGRESSIVE,1,1,0,1,0,1,1,1,0,1,1
UNAIDED,0,1,0,0,0,1,0,0,0,1,1
UNAIRED,0,0,0,0,0,0,0,0,1,0,0
UNALARMED,1,0,0,0,0,0,1,0,0,0,0
UNALIENABLE,0,0,0,0,0,0,1,0,0,0,0
UNALIGNED,0,0,0,0,1,0,0,0,0,0,1
UNALIKE,1,0,1,0,1,1,0,0,1,0,1
UNALLIED,0,0,1,0,0,0,0,0,0,0,0
UNALLOWABLE,1,0,0,0,0,0,0,0,0,0,0
UNALTERABLE,1,0,1,0,1,0,1,0,1,0,1
UNALTERABLY,0,0,0,0,0,0,0,0,0,0,0
UNALTERED,1,0,1,0,1,1,0,0,0,0,1
UNAMBIGUOUS,1,0,1,0,0,0,1,0,1,0,0
UNAMBIGUOUSLY,1,0,1,0,0,0,1,1,0,0,1
UNAMBIGUOUSNESS,0,0,0,0,0,1,1,1,0,0,0
UNANALYZED,0,0,0,0,0,1,0,0,0,0,0
UNANCHORED,0,1,0,0,0,0,1,0,0,1,0
UNANIMATED,0,1,0,0,0,1,0,0,0,1,1
UNANIMOUS,1,0,0,1,0,1,0,1,0,0,0
UNANIMOUSLY,1,0,1,0,0,1,0,1,0,0,0
UNANNOUNCED,1,0,0,0,0,0,0,0,0,0,1
UNANSWERABLE,1,0,0,0,0,0,1,1,0,0,0
UNANSWERABLY,1,0,0,0,0,0,0,1,0,0,0
UNANSWERED,1,0,0,0,0,0,0,1,0,0,0
UNANTICIPATED,1,0,1,0,0,1,1,1,0,0,0
UNAPOLOGETIC,1,0,0,0,0,0,1,1,0,0,0
UNAPPARENT,0,0,0,0,0,1,0,0,0,0,0
UNAPPEALING,1,0,1,0,0,1,1,1,1,0,1
UNAPPEASABLE,1,0,1,0,0,1,0,1,0,1,0
UNAPPEASABLY,1,0,0,0,0,1,1,0,0,0,0
UNAPPEASED,1,0,0,0,0,1,1,1,0,0,0
UNAPPETIZING,0,0,1,0,0,0,1,1,1,1,1
UNAPPLIED,0,0,0,0,0,0,0,0,0,0,0
UNAPPRECIABLE,1,0,0,0,0,0,0,0,0,0,0
UNAPPRECIATED,1,0,1,0,0,1,1,1,1,0,0
UNAPPRECIATIVE,1,0,0,0,0,1,1,1,0,0,0
UNAPPRECIATIVELY,1,0,0,0,0,1,0,1,0,0,0
UNAPPROACHABLE,1,1,1,1,0,1,1,1,0,1,1
UNAPPROPRIATE,1,0,0,0,0,1,1,1,1,1,1
UNAPPROVED,1,0,0,0,0,1,1,1,0,0,0
UNARGUABLE,1,0,0,0,0,1,0,1,0,0,0
UNARGUABLY,1,0,0,0,0,1,0,1,0,0,0
UNARM,0,0,0,1,1,0,0,0,0,0,1
UNARMED,0,0,0,1,1,0,0,0,0,0,1
UNARMORED,0,1,0,0,1,0,0,0,0,1,1
UNARRANGED,0,0,0,0,1,0,0,0,0,0,1
UNARTICULATED,1,0,1,0,0,0,1,1,1,0,0
UNASCERTAINABLE,0,0,0,0,0,0,1,1,0,0,0
UNASCERTAINED,1,0,0,0,0,1,1,1,0,0,0
UNASHAMED,1,1,0,0,0,1,1,1,0,1,0
UNASHAMEDLY,1,1,0,1,0,1,1,1,0,1,0
UNASSAILABLE,0,1,0,0,0,0,1,0,0,1,0
UNASSAILABLY,0,0,0,0,0,0,0,0,0,0,0
UNASSEMBLED,0,0,0,0,1,0,0,0,0,0,1
UNASSERTED,1,0,1,0,0,0,1,1,1,1,0
UNASSERTIVE,1,0,0,0,0,1,1,0,0,0,0
UNASSERTIVENESS,1,0,0,0,0,0,1,1,0,0,0
UNASSIGNED,0,0,0,0,0,0,0,0,0,0,0
UNASSIMILATED,0,0,0,0,0,0,0,0,0,1,0
UNASSISTED,0,1,0,1,0,1,0,1,0,1,1
UNASSOCIATED,0,0,0,0,0,0,0,1,0,0,0
UNASSUMING,1,0,0,0,0,1,1,0,0,0,0
UNASSUMINGLY,1,0,0,0,0,1,1,1,0,0,0
UNATTACHED,0,0,0,1,1,1,0,0,0,0,1
UNATTAINABLE,1,0,0,0,0,1,1,0,0,0,0
UNATTAINABLY,0,0,0,0,0,0,1,0,0,0,0
UNATTAINED,0,0,0,0,0,0,1,0,0,0,0
UNATTENDED,0,0,0,0,0,0,0,0,0,0,1
UNATTESTED,1,0,0,0,0,0,0,0,0,0,0
UNATTRACTIVE,0,0,1,0,0,1,1,1,1,1,1
UNATTRACTIVELY,0,1,1,0,0,1,0,1,1,1,1
UNATTRACTIVENESS,0,0,0,0,0,1,0,1,1,1,1
UNATTRIBUTED,1,0,1,0,0,0,1,0,1,0,0
UNAUDITED,1,0,1,0,0,0,0,0,0,0,1
UNAUTHENTIC,1,1,1,1,0,1,1,1,1,1,1
UNAUTHENTICATED,0,0,0,0,0,0,0,0,0,0,0
UNAUTHORIZED,1,1,0,1,0,0,0,1,0,0,1
UNAVAILABILITY,1,0,0,0,0,0,0,0,0,0,1
UNAVAILABLE,0,1,0,0,0,0,0,1,0,0,0
UNAVAILING,1,0,0,0,0,0,1,0,0,0,0
UNAVOIDABLE,0,1,0,0,0,0,0,0,0,1,0
UNAVOIDABLY,0,0,0,0,0,0,1,0,0,0,0
UNAWAKE,0,1,0,0,0,1,1,0,0,1,0
UNAWARE,0,0,0,0,0,0,1,0,0,0,0
UNAWARENESS,0,0,1,0,0,1,1,0,0,0,0
UNAWARES,0,1,0,0,0,1,1,1,0,0,0
UNBAKED,0,0,1,0,1,0,0,1,1,0,1
UNBALANCE,0,1,0,1,1,1,1,0,0,1,0
UNBALANCED,0,1,0,1,0,1,1,0,0,1,1
UNBALANCING,0,1,0,1,1,0,1,0,0,1,1
UNBARRED,0,1,0,1,0,0,1,0,0,1,0
UNBEARABLE,1,1,1,0,0,1,1,1,1,1,0
UNBEARABLY,1,0,1,0,0,1,1,1,0,1,0
UNBEATABLE,0,1,1,1,0,1,1,1,0,1,0
UNBEATABLY,0,0,0,0,0,0,1,0,0,0,0
UNBEATEN,0,1,0,1,0,0,1,0,0,1,1
UNBEAUTIFUL,0,1,0,0,0,1,0,0,1,1,1
UNBECOMING,1,1,0,0,0,0,0,1,0,1,1
UNBECOMINGLY,1,1,0,0,0,1,1,1,0,1,0
UNBECOMINGNESS,0,0,0,0,0,1,0,0,0,1,0
UNBEFITTING,0,1,0,0,0,0,0,1,0,1,0
UNBEKNOWN,0,0,0,0,0,1,1,0,0,0,0
UNBEKNOWNST,1,0,0,0,0,0,1,0,0,0,0
UNBELIEF,1,0,0,0,0,1,1,1,0,0,0
UNBELIEVABLE,1,0,0,0,0,1,1,1,0,0,0
UNBELIEVABLY,1,0,0,0,0,0,1,1,0,0,0
UNBELIEVER,1,0,0,0,0,1,1,0,0,0,0
UNBELIEVING,1,0,0,0,0,1,1,1,0,0,0
UNBELIEVINGLY,1,0,0,0,0,1,1,1,0,0,0
UNBEND,0,1,0,1,1,0,0,0,0,1,1
UNBENDABLE,0,0,0,1,1,1,0,0,0,1,0
UNBENDING,0,1,0,0,1,0,0,0,0,0,1
UNBENDINGLY,0,1,0,1,1,1,0,1,0,1,0
UNBENEFICIAL,1,1,0,0,0,0,1,0,0,0,0
UNBENT,0,0,0,0,1,0,0,0,0,0,1
UNBIASED,1,0,0,0,0,1,1,1,0,0,0
UNBIGOTED,1,0,1,0,0,1,0,1,0,0,0
UNBILLED,0,0,0,0,0,1,0,0,0,0,0
UNBIND,0,1,0,1,1,0,1,0,0,1,0
UNBINDING,0,0,0,1,1,0,0,0,0,0,0
UNBITTEN,0,0,1,0,1,0,0,0,0,0,1
UNBLEACHED,0,0,1,0,0,1,0,0,1,0,1
UNBLEMISHED,0,1,0,1,1,1,0,0,0,1,1
UNBLENDED,0,0,1,0,1,0,0,1,0,0,1
UNBLESSED,0,0,0,0,0,0,1,0,0,0,0
UNBLINKING,0,0,0,0,0,1,1,0,0,0,1
UNBLINKINGLY,0,0,0,0,0,1,1,0,0,0,0
UNBLOCK,0,1,0,1,1,0,0,0,0,1,1
UNBLOCKED,0,0,0,0,1,0,0,0,0,0,1
UNBLUSHING,0,0,0,0,0,1,1,0,0,0,0
UNBLUSHINGLY,0,0,0,0,0,1,1,0,0,0,0
UNBOLT,1,0,0,1,1,0,0,0,0,0,1
UNBOLTED,0,0,0,1,1,0,0,0,0,0,1
UNBORN,0,0,0,0,0,0,1,0,0,1,0
UNBOTHERED,0,0,0,0,0,1,1,1,0,0,0
UNBOUND,1,1,0,1,1,0,1,0,0,1,1
UNBOUNDED,0,1,0,0,1,0,1,0,0,0,0
UNBOWED,0,1,0,0,0,0,0,0,0,1,0
UNBOXED,0,0,0,1,1,0,0,0,0,0,1
UNBRAID,0,0,0,1,1,1,0,0,0,0,1
UNBRAIDED,0,0,0,0,1,0,0,0,0,0,1
UNBRANDED,0,0,0,0,0,0,0,0,0,0,1
UNBREAKABLE,0,1,0,1,1,0,0,0,0,0,0
UNBRIDLE,0,0,0,0,1,0,0,0,0,0,0
UNBRIDLED,1,1,1,1,1,0,1,0,0,0,0
UNBROKEN,0,0,0,0,1,0,0,0,0,0,1
UNBUCKLE,1,1,0,1,1,0,0,0,0,1,1
UNBUCKLED,0,0,0,1,1,0,0,0,0,1,1
UNBUDGETED,0,0,0,0,0,0,0,0,0,0,0
UNBUNDLE,0,0,0,1,1,0,0,0,0,0,0
UNBUNDLED,0,0,1,1,0,0,0,0,0,0,1
UNBURDEN,0,1,1,1,0,0,1,1,0,1,0
UNBURDENED,0,0,0,0,0,0,1,0,0,0,0
UNBURIED,0,1,0,1,0,0,0,0,0,1,0
UNBURNABLE,0,0,0,0,1,0,0,0,1,0,1
UNBURNED,0,1,1,1,1,0,1,0,1,1,1
UNBURY,0,0,0,1,1,0,0,0,0,0,1
UNBUTTON,0,0,0,1,1,0,0,0,0,1,1
UNBUTTONED,0,0,0,1,1,0,0,0,0,1,1
UNCALCULATED,0,0,0,0,0,1,0,0,0,0,0
UNCALCULATING,0,0,0,0,0,1,1,0,0,0,0
UNCALLED,1,0,0,0,0,0,0,1,0,0,0
UNCANNILY,1,0,0,0,0,1,1,0,0,0,0
UNCANNY,0,0,1,0,0,1,1,0,0,0,0
UNCANVASSED,0,0,0,0,0,0,0,0,0,0,0
UNCAP,0,0,0,1,1,1,0,0,0,0,1
UNCAPPED,0,0,0,1,1,0,0,0,0,0,1
UNCAPSIZABLE,0,0,0,0,1,0,0,0,0,0,1
UNCAPTIONED,0,0,0,0,0,0,0,0,0,0,1
UNCARING,1,0,0,0,0,1,1,1,0,0,0
UNCARPETED,0,1,0,0,1,0,0,0,0,0,1
UNCASED,0,0,0,0,1,0,0,0,0,0,0
UNCATCHABLE,0,1,0,0,0,0,0,0,0,0,0
UNCATEGORIZED,0,0,0,0,0,1,0,0,0,0,0
UNCEASING,1,0,0,0,0,0,0,0,0,0,0
UNCEASINGLY,1,0,0,0,0,1,1,0,0,0,0
UNCELEBRATED,1,0,0,0,0,0,1,0,0,0,0
UNCENSORED,1,0,0,0,0,1,1,1,0,0,1
UNCEREMONIOUS,1,0,0,0,0,1,1,1,0,0,0
UNCEREMONIOUSLY,1,0,0,0,0,0,0,0,0,0,0
UNCERTAIN,1,0,1,0,0,1,1,0,0,0,0
UNCERTAINLY,1,0,0,0,0,0,1,0,0,0,0
UNCERTAINNESS,0,1,1,0,0,1,1,1,1,1,0
UNCERTAINTY,0,0,1,0,0,1,1,1,0,0,0
UNCERTIFIED,0,0,1,0,0,1,0,0,1,0,0
UNCHAIN,0,1,0,1,1,1,0,0,0,1,0
UNCHAINED,0,1,0,1,1,0,1,0,0,0,1
UNCHALLENGEABLE,1,0,0,0,0,0,1,0,0,0,0
UNCHALLENGED,1,1,0,1,0,1,1,1,0,1,0
UNCHALLENGING,1,0,0,0,0,1,1,1,0,0,0
UNCHANGEABLE,0,0,0,0,0,1,1,0,0,0,0
UNCHANGEABLENESS,1,0,0,0,0,0,1,0,0,0,0
UNCHANGEABLY,0,0,0,0,0,1,0,0,0,0,0
UNCHANGED,1,0,1,0,1,0,1,1,1,1,1
UNCHANGING,1,0,1,0,1,1,1,0,1,0,1
UNCHANGINGLY,0,0,1,0,0,0,1,0,0,0,0
UNCHARACTERISTIC,1,0,1,0,0,0,1,0,1,0,0
UNCHARACTERISTICALLY,1,1,0,0,0,1,1,1,0,1,0
UNCHARACTERIZED,1,0,1,0,0,1,1,0,0,0,0
UNCHARGED,0,0,1,0,0,0,0,0,0,0,0
UNCHARITABLE,1,0,0,0,0,1,1,1,0,0,0
UNCHARITABLY,1,0,0,0,0,0,0,1,0,0,0
UNCHARTED,0,0,0,0,0,0,0,0,0,0,0
UNCHARTERED,0,0,0,0,0,0,0,0,0,0,0
UNCHASTE,0,1,0,1,0,0,1,1,0,1,0
UNCHECK,0,0,0,1,0,0,0,0,0,0,1
UNCHECKED,0,1,0,0,0,1,0,1,0,1,0
UNCHRISTIAN,1,0,0,0,0,1,1,1,0,0,1
UNCIRCULATED,0,0,0,0,0,0,1,0,1,0,0
UNCIRCUMCISED,0,0,0,0,0,0,0,0,0,1,0
UNCIVIL,1,0,0,0,0,1,1,1,0,0,0
UNCIVILIZED,1,0,1,0,0,1,1,1,1,0,1
UNCIVILLY,1,1,0,0,0,1,1,1,1,0,0
UNCLAD,0,1,0,0,1,0,0,0,0,1,0
UNCLAIMED,0,0,0,0,0,0,0,0,0,0,0
UNCLAMP,0,0,0,1,1,0,0,0,0,0,1
UNCLAMPED,0,0,0,1,1,0,0,0,0,0,1
UNCLASP,1,0,0,1,1,0,0,0,0,0,1
UNCLASPED,0,0,1,1,1,0,0,0,0,0,0
UNCLASSIFIABLE,0,0,1,0,0,1,1,1,1,0,0
UNCLASSIFIED,0,0,0,0,0,0,0,0,0,0,0
UNCLE,1,0,0,0,1,1,0,1,1,0,1
UNCLEAN,0,1,1,1,1,1,1,1,1,1,1
UNCLEANLY,0,1,1,1,1,0,1,0,1,1,1
UNCLEANNESS,0,1,1,1,1,1,0,1,1,1,1
UNCLEAR,1,0,1,0,0,1,1,0,1,0,1
UNCLENCH,0,0,0,1,1,0,1,0,0,0,1
UNCLICK,1,0,0,1,1,0,0,0,0,0,0
UNCLIP,0,0,0,1,1,0,0,0,0,0,0
UNCLIPPED,0,0,0,1,1,0,0,0,0,0,1
UNCLOAK,0,0,0,1,1,0,0,0,0,1,1
UNCLOAKED,0,0,0,1,1,0,0,0,0,1,1
UNCLOG,0,1,0,1,1,0,0,0,1,1,1
UNCLOGGED,0,0,0,1,1,0,0,0,0,1,1
UNCLOSED,0,0,0,1,1,0,0,1,0,0,1
UNCLOTHE,0,1,0,1,1,0,1,0,0,1,1
UNCLOTHED,0,1,0,1,1,0,1,0,0,1,1
UNCLOUDED,0,0,1,0,0,1,0,0,0,0,1
UNCLUTTERED,0,1,1,1,1,1,0,0,0,0,1
UNCOATED,0,0,1,0,1,0,0,0,0,0,1
UNCOIL,0,0,0,1,1,0,0,0,0,0,1
UNCOILED,0,0,0,1,1,0,0,0,0,0,0
UNCOLLECTED,0,1,0,1,0,0,0,0,0,0,0
UNCOLLECTIBLE,0,0,0,0,0,0,0,0,0,0,0
UNCOLORED,0,0,0,0,0,0,0,0,0,0,1
UNCOMBED,0,0,0,0,1,1,0,0,0,0,1
UNCOMBINED,0,1,0,1,1,0,0,0,0,0,1
UNCOMELY,0,0,0,0,0,0,0,1,0,0,0
UNCOMFORTABLE,0,1,0,1,0,1,1,1,0,1,0
UNCOMFORTABLY,1,1,1,0,1,1,1,0,1,1,0
UNCOMFORTED,0,0,0,0,0,1,1,1,0,1,0
UNCOMFORTING,1,0,0,1,1,1,1,1,0,1,0
UNCOMMENTED,1,0,0,0,0,0,0,0,0,0,0
UNCOMMITTED,1,0,0,0,0,1,1,1,0,0,0
UNCOMMON,0,0,0,0,0,1,1,0,0,0,0
UNCOMMONLY,0,0,0,0,0,0,0,0,0,0,0
UNCOMMONNESS,1,0,1,0,0,1,1,1,1,1,1
UNCOMMUNICATIVE,1,0,0,0,0,1,0,1,0,0,0
UNCOMMUNICATIVELY,1,0,0,0,0,0,0,1,0,0,0
UNCOMMUNICATIVENESS,1,0,0,0,0,1,0,1,0,0,0
UNCOMPASSIONATE,1,0,0,0,0,0,1,1,0,0,1
UNCOMPELLED,0,0,0,0,0,1,1,1,0,0,0
UNCOMPENSATED,0,0,0,0,0,1,0,1,0,0,0
UNCOMPETITIVE,1,0,0,0,0,0,1,0,0,0,1
UNCOMPLETED,1,0,0,0,1,0,1,0,0,0,1
UNCOMPLICATED,1,0,1,0,0,0,1,0,1,0,1
UNCOMPLIMENTARY,1,0,1,0,0,1,0,1,1,0,0
UNCOMPOUNDED,0,0,0,0,0,0,0,0,0,0,0
UNCOMPREHENDING,1,0,0,0,0,1,1,1,0,0,0
UNCOMPREHENDINGLY,1,0,0,0,0,1,1,1,0,0,0
UNCOMPRESSED,0,0,0,0,1,0,1,0,0,0,1
UNCOMPRESSIBLE,0,0,0,1,1,0,0,0,0,0,0
UNCOMPROMISED,0,0,0,0,0,1,1,1,0,0,0
UNCOMPROMISING,1,0,0,0,0,1,1,0,0,0,0
UNCOMPROMISINGLY,1,0,0,0,0,0,1,0,0,0,0
UNCONCEALED,0,1,0,1,0,0,0,1,0,1,1
UNCONCEIVABLE,1,0,0,0,0,0,1,0,0,0,0
UNCONCERN,0,0,0,0,0,1,1,0,0,0,0
UNCONCERNED,1,0,0,0,0,1,1,1,0,0,0
UNCONCERNEDLY,1,1,1,0,0,1,1,1,1,0,1
UNCONCLUDED,1,0,0,0,0,1,1,1,0,0,0
UNCONDENSED,0,0,1,0,0,0,0,0,0,0,0
UNCONDITIONAL,0,1,0,0,0,1,1,1,1,1,0
UNCONDITIONALLY,1,0,0,0,0,0,1,0,1,0,0
UNCONDITIONED,0,1,1,1,0,0,0,0,1,1,0
UNCONFIDENT,1,0,0,0,0,1,1,1,0,0,0
UNCONFIDENTLY,1,1,0,1,0,1,1,1,0,1,0
UNCONFINED,0,1,0,1,1,0,1,0,0,1,1
UNCONFIRMED,1,0,0,0,0,1,0,1,0,0,0
UNCONFORMABLE,1,1,1,1,1,1,1,1,1,1,0
UNCONFORMITY,0,1,0,0,0,0,0,1,0,1,0
UNCONFUSED,0,0,0,0,0,1,1,0,0,0,0
UNCONGESTED,0,0,1,0,0,1,1,1,1,1,0
UNCONNECTED,0,1,0,1,1,0,1,0,0,1,1
UNCONNECTEDLY,0,0,0,0,0,0,1,0,0,0,0
UNCONQUERABLE,0,1,1,1,0,1,1,1,0,1,0
UNCONQUERED,0,0,0,0,0,0,1,0,0,0,0
UNCONSCIENTIOUSLY,0,0,0,0,0,1,1,0,0,0,0
UNCONSCIONABLE,0,0,1,0,0,1,1,0,1,0,0
UNCONSCIONABLY,1,0,1,0,0,1,1,0,1,0,0
UNCONSCIOUS,0,0,0,0,0,1,1,0,0,0,0
UNCONSCIOUSLY,0,0,0,0,0,0,1,0,1,0,0
UNCONSCIOUSNESS,0,0,0,0,0,1,1,0,0,0,0
UNCONSIDERED,1,0,0,0,0,1,1,0,0,0,0
UNCONSOLIDATED,0,0,0,1,0,0,0,0,0,0,1
UNCONSTITUTIONAL,1,0,0,0,0,1,0,1,0,0,1
UNCONSTITUTIONALITY,0,0,0,0,0,1,0,1,0,0,0
UNCONSTITUTIONALLY,1,0,0,0,0,1,0,0,0,0,0
UNCONSTRAINED,0,1,1,1,1,0,0,0,1,1,0
UNCONSTRUCTED,0,0,0,0,0,0,0,0,0,0,1
UNCONSTRUCTIVE,1,1,0,0,0,0,1,1,0,1,0
UNCONSUMED,0,0,0,0,0,0,1,1,0,0,0
UNCONSUMMATED,0,0,0,0,0,0,1,0,0,0,0
UNCONTAINABLE,0,1,1,1,0,1,0,0,1,1,0
UNCONTAINED,0,1,1,0,1,0,1,0,1,0,1
UNCONTAMINATED,0,0,1,0,0,0,0,0,1,0,0
UNCONTESTABLE,1,0,0,0,0,0,0,1,0,0,0
UNCONTESTED,1,0,0,0,0,0,0,1,0,0,0
UNCONTRIVED,1,0,0,1,0,1,0,1,0,1,0
UNCONTROLLABILITY,1,1,1,1,0,1,1,1,1,0,1
UNCONTROLLABLE,0,1,0,1,0,0,1,1,0,1,0
UNCONTROLLABLY,0,1,1,1,0,1,1,1,1,1,0
UNCONTROLLED,1,1,0,0,1,0,1,1,0,0,1
UNCONTROVERSIAL,1,0,0,0,0,1,1,0,0,0,0
UNCONVENTIONAL,1,0,1,0,0,0,0,0,0,0,0
UNCONVENTIONALITY,1,1,0,0,0,1,1,0,0,1,0
UNCONVENTIONALLY,0,0,0,0,0,0,1,1,0,0,0
UNCONVERTED,0,0,0,0,0,1,0,0,0,0,0
UNCONVERTIBLE,0,0,0,0,1,0,0,0,0,0,1
UNCONVINCED,1,1,0,0,0,1,1,1,0,1,0
UNCONVINCING,1,0,0,0,0,1,1,1,0,0,0
UNCONVINCINGLY,1,0,1,0,0,0,1,1,0,0,1
UNCOOKED,0,0,1,0,1,0,0,1,1,0,1
UNCOOPERATIVE,1,0,0,0,0,1,1,1,0,0,1
UNCOORDINATED,1,1,1,1,0,1,1,0,0,1,1
UNCORK,1,0,0,1,1,0,0,0,1,0,1
UNCORKED,1,0,0,1,1,0,0,0,1,0,1
UNCORKING,1,0,1,1,1,0,0,0,1,0,1
UNCORRECTABLE,0,0,0,0,0,1,0,1,0,0,0
UNCORRECTED,1,0,0,0,0,1,0,1,0,0,1
UNCORRELATED,1,0,0,0,0,0,0,0,0,0,0
UNCORRUPT,0,0,0,0,0,0,0,0,0,0,0
UNCORRUPTED,1,0,1,0,0,1,1,0,1,0,1
UNCORRUPTING,0,0,0,0,0,0,1,0,0,0,0
UNCOUNTABLE,0,0,0,0,0,0,0,0,0,0,0
UNCOUNTED,1,0,0,0,0,0,0,0,0,0,0
UNCOUPLE,0,0,0,1,1,0,1,0,0,0,0
UNCOUPLED,1,0,0,1,0,0,0,0,0,0,1
UNCOURAGEOUS,0,1,0,0,0,1,1,1,0,1,0
UNCOUTH,1,0,0,0,0,1,1,1,0,0,0
UNCOUTHLY,1,0,0,0,0,1,0,1,0,0,0
UNCOUTHNESS,1,0,0,0,0,1,1,1,1,0,0
UNCOVER,0,0,0,1,1,0,0,0,0,1,1
UNCOVERED,0,1,0,1,1,1,0,0,1,1,1
UNCREATED,0,0,0,0,0,0,0,0,0,0,0
UNCREATIVE,0,0,1,0,0,1,1,0,0,0,0
UNCRITICAL,0,0,0,0,0,1,1,1,0,0,0
UNCRITICALLY,1,0,0,0,0,1,0,1,0,0,0
UNCROSS,0,1,0,1,1,0,0,0,0,1,1
UNCROSSED,0,1,0,1,0,0,0,0,0,0,0
UNCROWN,0,0,0,1,0,1,0,0,0,0,1
UNCROWNED,0,0,0,0,0,1,0,0,0,0,0
UNCROWNING,0,0,0,0,1,0,1,0,0,0,0
UNCRUSHABLE,0,1,0,1,1,0,1,0,0,0,1
UNCRUSHED,0,0,0,0,1,0,0,0,0,0,1
UNCULTIVATED,1,0,1,0,0,0,1,0,0,0,1
UNCULTURED,1,0,1,0,0,1,0,1,1,0,1
UNCURED,0,0,1,0,0,0,0,0,1,0,0
UNCURIOUS,0,0,1,0,0,0,1,0,1,0,0
UNCURL,0,1,0,1,1,0,0,0,0,0,1
UNCURLED,0,1,0,1,1,0,0,0,0,1,1
UNCURLING,0,1,0,1,1,0,0,0,0,1,0
UNCUSTOMARY,1,0,0,0,0,1,0,1,0,0,1
UNCUT,0,0,0,0,1,0,0,0,0,0,1
UNDAMAGED,0,1,0,1,1,1,0,0,0,1,1
UNDAMAGING,0,0,0,0,0,0,0,0,0,0,0
UNDAMMED,0,0,0,1,0,0,0,0,0,0,0
UNDATED,1,0,0,0,0,1,0,0,0,0,0
UNDAUNTED,0,0,0,0,0,1,1,1,0,0,0
UNDAUNTEDLY,0,0,0,0,0,0,1,0,0,0,0
UNDEAD,1,1,0,1,1,1,1,1,1,1,1
UNDECEIVE,0,0,0,0,0,0,1,1,0,0,0
UNDECEIVED,1,0,0,0,0,1,1,1,0,0,0
UNDECEIVING,0,0,0,0,0,1,1,1,0,0,0
UNDECIDED,1,0,0,0,0,1,1,0,0,1,0
UNDECIDEDLY,0,0,0,0,0,1,1,0,0,0,0
UNDECIPHERABLE,1,0,1,0,0,1,1,0,1,0,0
UNDECLARED,1,0,0,0,0,0,0,0,0,0,0
UNDECORATED,0,0,0,0,0,0,0,0,0,0,1
UNDEDICATED,0,0,0,0,0,1,1,1,0,0,0
UNDEFEATABLE,0,1,0,0,0,1,1,0,0,1,0
UNDEFEATED,1,1,0,0,0,1,1,1,0,1,1
UNDEFENDED,0,0,0,0,0,0,0,0,0,1,1
